category,alcohol (%),rating,price ($)
Red,13.5,90,19
Sparkling,12,92,65
White,13.5,83,10
Red,13.5,91,115
Red,13.5,86,9
Red,15.2,91,42
White,13.5,92,35
Red,14.5,92,46
White,13.8,91,35
Red,13.5,89,24
Sparkling,12,87,17
Sparkling,12.5,87,20
Red,14,88,30
White,13,86,16
Sparkling,12.5,85,12
White,13.5,91,16
Sparkling,11.5,85,15
Red,13,87,20
Red,13.5,90,45
Red,14.5,97,104
Sparkling,12.5,93,50
Red,13.5,90,41
White,12.7,91,30
Red,15,88,50
Red,15.4,88,45
White,13.5,85,18
Red,14,88,70
Red,14,89,28
White,13,94,50
Rose,12,89,16
Red,14.6,99,65
White,12,85,13
Red,14,89,26
Rose,13.1,84,30
Red,14.8,92,23
White,13,88,35
White,13.5,94,45
Red,14.8,88,20
Red,13.4,84,40
Red,14.8,86,20
Red,15.2,90,13
Red,14,88,15
Red,15.5,88,36
Red,14.5,94,65
Red,15,93,39
Red,14.4,90,32
Red,13,91,65
Red,14,86,13
White,11.5,88,12
Red,14,80,26
Red,12,87,20
Red,15,87,40
White,13,87,11
Red,13.5,86,12
Red,14.4,94,65
Red,13.5,90,90
Sparkling,12.5,86,30
Red,14,82,12
Red,14.5,85,13
Red,14.5,93,50
Red,14.5,90,45
Red,14.3,88,20
Red,15,86,75
Red,14.6,91,45
Sparkling,13,94,120
Red,14.5,88,38
Red,14.8,87,100
White,11,88,17
Port/Sherry,15,82,15
White,12.5,90,22
Red,13,88,35
Red,13,92,230
Red,13.5,87,25
Red,13.5,89,32
Red,15.3,85,42
White,13.5,90,18
Red,13,91,28
Red,13,83,13
Red,14.5,85,30
Red,15,90,18
Red,14.5,91,36
Red,13,88,11
White,14.5,88,17
White,13,88,15
White,12.5,94,79
Red,14.4,89,150
White,14,83,10
Red,14.5,95,250
Red,15.4,92,75
Red,13.5,88,85
Red,14.5,86,60
White,13.8,87,25
Red,14.8,89,15
White,14,91,16
Red,14.8,87,35
White,13.7,82,22
White,9,89,34
White,13.5,85,15
White,13.5,86,10
Red,13.8,93,50
White,14.2,88,22
Fortified,13.5,83,20
Rose,10,84,10
Red,14.5,88,39
Red,15.5,88,150
White,13.5,87,23
Red,14.9,90,79
Red,14.5,90,56
Red,13.5,88,15
Red,14.5,83,30
Red,13.8,86,15
Red,14.5,90,50
Rose,13.5,86,18
Red,14.8,90,70
Red,14.1,90,15
White,14,88,19
Red,14.2,90,59
Red,12.7,92,55
Red,16,90,60
White,12.5,88,22
Sparkling,12.5,91,48
White,12.5,93,36
Red,13,90,18
Red,13.5,96,74
Red,14.5,90,30
Rose,12.5,89,40
Red,14.5,91,60
Red,13.9,87,12
White,14,85,24
Red,14,90,57
White,13,88,16
Red,14.8,92,45
Red,15,86,17
Red,12.5,83,17
Red,14.6,85,45
Red,14,90,22
Red,13.5,87,10
White,13,87,22
White,13.5,87,11
Red,15.1,90,60
Red,13.5,82,20
Red,14.4,95,90
Dessert,18.5,90,58
Red,13,90,32
Red,13.5,84,25
Red,14.8,84,25
Sparkling,11.5,88,19
Dessert,11,88,16
White,13.5,88,8
Red,13.5,86,45
Sparkling,12,89,50
Red,14.3,87,100
White,12.5,87,15
Red,14,87,15
White,12,88,12
White,13,90,25
Red,13.7,86,25
Rose,13,87,15
White,12.5,88,13
Red,15,89,50
White,13.5,92,23
Red,15,88,65
Red,15.1,91,40
Red,15.5,82,28
Red,12.5,88,33
Red,14,88,20
White,13,84,10
Red,14,92,68
Rose,13,92,36
Sparkling,12.5,90,32
Red,13.5,89,20
Red,14.2,83,25
Red,13,86,9
Red,14.8,92,45
Red,14.5,87,60
White,13.5,94,55
Red,14,92,41
Sparkling,12.5,93,65
White,13.5,89,18
Red,14,85,30
White,14,87,35
Red,14.5,87,12
Red,13.4,94,35
White,13,89,42
White,14.8,95,35
Red,13.3,90,25
Red,14.5,90,80
Red,13,87,22
White,13.5,90,35
White,13,87,15
Red,13.8,90,60
White,13,85,17
Red,13.5,89,28
White,12.5,95,95
White,8.5,84,15
White,13,90,22
White,12,92,18
Sparkling,12,90,21
Red,13.2,86,25
Red,15.6,95,225
White,13,83,17
Red,14.2,89,40
Red,14.5,92,50
White,12,87,21
Red,13,96,100
White,13,84,25
White,12.5,86,16
White,13.5,82,15
Red,14,87,47
Red,14,88,99
Red,14.5,90,20
White,14,90,55
Red,14.2,90,18
Red,14.5,92,27
White,14.2,91,22
Red,13.5,87,22
Red,14.9,89,28
White,12.5,88,14
Rose,14,88,19
Red,14,93,150
White,12,88,19
White,13,91,17
Red,14.3,91,36
Red,13.5,89,20
Red,15.5,83,32
Red,14.7,85,18
Sparkling,12.5,87,25
Sparkling,11.5,84,13
White,12,86,18
Red,13.5,91,119
Red,13,87,53
Red,13.5,85,10
Red,14.5,88,30
White,13.8,87,22
White,13,90,42
White,14,82,12
Red,13.5,91,73
Red,13,89,30
Red,13.5,87,26
Red,12.5,90,15
White,14.5,85,40
Red,14.3,89,60
Red,14,87,14
Red,14.3,93,50
White,11.6,87,18
Red,15.4,92,60
White,13.4,92,75
Red,14,89,15
Red,14.9,87,85
White,13.5,87,14
Red,14,93,69
Red,13,87,15
Red,13.4,86,13
Sparkling,5.5,85,14
Red,14,87,13
Red,13.5,87,50
Rose,13,86,10
White,13.5,84,10
Red,16,94,60
Rose,13.5,87,19
Red,13.7,84,24
Red,14.4,90,30
Sparkling,12.5,88,28
White,12.5,88,20
White,12,87,13
Red,13,87,14
White,12.5,87,10
Rose,13.5,87,18
Red,14.5,95,70
Red,13.9,90,13
White,12.5,88,25
Red,13,89,65
White,13.5,87,20
Red,14.4,92,90
White,14.8,90,45
Red,14,89,100
Red,13.5,89,12
White,12.5,86,17
Red,13.5,88,16
Red,14.5,94,25
Red,14,85,12
Red,13.5,88,52
Red,14,84,20
Rose,13.6,90,20
White,13.5,91,25
White,14.3,91,48
Red,13.5,95,50
White,12,80,11
Red,13.5,94,45
Red,13.5,88,13
Red,14.6,87,30
Red,14.5,89,80
Red,14,88,60
White,13.8,89,11
Red,13.9,89,24
White,13,88,18
Red,14,85,45
White,12.8,91,40
White,14.2,90,25
Rose,13,87,30
White,12.5,84,10
Red,14.5,92,41
Red,14.5,90,35
White,13,92,37
White,14.5,93,50
White,11.5,89,17
Red,13,84,27
Red,13,87,20
White,12,89,20
White,13,91,9
White,13.2,91,35
White,13.4,84,9
White,12.5,84,12
White,13,85,12
Sparkling,12,92,28
Red,14.5,88,55
Red,14.1,82,35
Red,13.5,90,32
White,13.9,87,15
Sparkling,12.5,87,16
White,13.5,88,18
Red,14.3,86,59
Red,15.7,89,22
Red,14.6,91,45
White,13.5,86,28
Red,12,87,22
White,12.5,86,11
White,13,87,35
Red,14.5,90,85
Rose,13.3,92,30
White,13,87,25
Red,14.5,90,18
Red,14,88,42
White,12.5,90,22
Red,13.9,85,18
Red,14,86,13
Red,13.5,91,40
White,14.8,92,28
White,14.8,92,38
White,13,87,15
Red,13,90,22
Red,15.1,86,38
Red,13.8,91,38
Red,14,92,37
Red,14.5,84,17
White,13.5,89,27
Red,14,90,40
Red,12.5,88,18
Rose,12.5,84,5
Red,14.4,86,24
White,13.1,83,14
Red,15.5,96,80
Red,13,86,13
Red,13.8,91,30
Red,14,91,50
Sparkling,11,88,20
Rose,14,87,19
White,13.5,88,35
White,14.5,86,12
Red,13,91,20
Rose,13.3,92,35
White,13.5,91,26
Red,14.4,93,60
White,12.5,90,20
Red,15,93,30
Red,14.5,89,60
Red,14.2,92,54
Red,14.5,89,18
Red,14.9,94,100
White,12.5,88,30
Red,14.5,88,38
Red,15.8,95,165
Red,14,92,20
White,12.5,93,19
White,14,85,8
Red,14.5,85,50
Rose,13.5,92,24
Red,14.2,87,50
White,13,92,25
Red,15,87,45
White,13.5,86,18
Red,14.2,85,30
Red,14.6,91,61
White,11.5,86,16
Red,14.9,92,60
Red,13.5,88,24
Red,14.5,91,22
Red,14.5,87,40
White,14,93,25
Red,13,87,9
Red,14.8,84,11
Red,15.2,92,40
Red,13,89,20
Red,14.5,91,29
Red,12.5,81,17
White,12.5,93,77
Rose,13.1,85,10
White,13,90,23
White,13.2,89,24
White,14,92,65
Red,13.5,90,15
Red,14.5,86,42
Sparkling,11,87,20
Red,13,90,24
White,14,93,42
White,13.5,87,17
White,10,88,12
Sparkling,12.5,88,48
Red,14.2,85,55
Sparkling,11,90,18
White,13,92,32
White,13,84,6
White,14.1,91,50
Red,13.9,91,58
Red,14.5,83,15
White,13.5,89,18
White,13,89,15
Red,15.1,91,30
Red,13.5,88,52
Red,14,92,13
Red,14.2,91,55
White,13.3,90,20
White,12.5,92,16
Red,14.5,88,20
Red,13.8,94,50
Red,14.6,89,36
White,14.1,90,40
White,12.5,90,16
Red,14.2,93,25
Red,13,93,45
Red,14.5,87,52
Rose,13,85,12
Red,14.5,87,78
Red,14,93,60
White,14,89,42
Red,13.5,89,40
Sparkling,12.5,92,50
Red,14.4,91,35
Port/Sherry,18,88,12
Red,12.8,88,36
Dessert,7,89,30
Red,15.5,89,48
Port/Sherry,22,92,155
Rose,13,88,29
Red,15,89,36
Red,13,87,17
Red,14,91,40
Red,14.2,90,37
Sparkling,12,88,40
Red,14.2,90,30
Red,14.3,90,45
White,13,86,13
Red,14.8,92,32
White,14.4,89,22
White,12,88,8
White,14.5,91,30
Red,13.8,88,25
Fortified,18.5,92,18
Red,13.8,88,38
Red,14.6,90,55
Red,14.5,91,85
Rose,14,93,100
Red,14,92,50
Red,15.4,83,34
Red,12.5,92,75
Red,14,87,45
White,13.1,92,37
Red,13.9,85,16
White,13,88,14
Red,15.5,87,100
White,13.5,85,10
Red,15.1,91,100
Red,15,87,39
Red,14.5,87,24
White,14.1,85,24
White,12.5,88,12
Red,13.9,91,50
White,13.5,92,53
White,12.5,89,24
White,13,90,15
White,13.8,89,25
White,13,93,30
Red,14.5,92,29
White,13,88,25
White,13.5,90,35
White,13.5,86,14
Red,14.4,85,32
Sparkling,12.5,89,25
Red,14,87,44
White,13.5,85,64
Red,14.5,89,20
Red,13.5,90,25
Red,13.5,84,10
Red,14.4,91,35
Red,13.5,94,105
Red,14.5,88,40
Sparkling,12.5,84,39
Red,14.5,91,75
Red,14,91,49
Red,14.7,89,90
Port/Sherry,20,91,36
Red,13,87,21
Red,14.2,90,135
Red,14.5,90,29
Red,14.5,83,23
White,13.8,85,11
Red,15,90,23
Red,14,89,22
Red,14.1,93,55
Red,14.5,94,150
Red,13,87,25
Red,13.6,81,12
Red,14.8,91,80
Red,14,90,37
Red,14.2,90,38
Sparkling,13,90,33
White,13,86,13
Red,13.5,97,90
White,14.5,85,20
White,13.5,84,15
White,13.5,85,6
White,13,91,35
Red,14.2,85,21
White,14.5,88,14
White,12,90,24
Red,13,88,24
White,13.4,91,24
Red,14,87,50
Red,13,89,25
Red,13.5,86,9
Red,14.5,87,18
White,12.4,87,20
Red,14.3,88,15
Red,14.5,88,38
Dessert,14.2,85,25
Red,14.5,83,26
Red,14.6,86,21
Red,13.5,88,17
Sparkling,12,89,35
Red,13.5,90,18
Red,14.1,86,28
Rose,13.8,84,17
Red,13,83,10
Sparkling,11.5,87,18
Red,14.8,90,105
Red,14.5,94,95
Red,14.2,94,46
Red,15.5,87,28
Sparkling,12,90,21
White,13,85,22
Red,14.5,91,42
Red,14,87,15
White,13.5,90,22
White,12.5,93,50
Red,14.1,84,75
Red,13.9,91,49
Red,14.5,88,40
Red,12.5,85,14
Red,13,85,23
Rose,12.5,88,18
White,14.15,86,32
Red,15,91,14
White,13,86,13
Sparkling,13.5,83,27
Red,12.5,85,12
White,13,90,20
Red,13.5,90,40
Red,14.9,88,46
White,14.6,90,32
Sparkling,12.5,88,20
White,12,86,20
Red,14.76,90,47
White,13,88,18
Rose,13.1,83,29
White,12.5,90,30
Red,13,90,35
Red,14.5,92,50
Red,14.1,92,75
White,12.5,87,25
Red,14,83,18
Dessert,9,87,25
Red,13.5,88,16
Red,13.5,87,30
Red,14.7,89,60
Red,14.5,87,20
Red,14.8,89,45
Red,14,86,10
Red,14,88,45
White,13.5,86,17
White,13,88,36
White,9,95,182
Red,14.5,88,32
Red,14.5,92,65
Red,14.5,87,14
Red,14.5,91,23
Red,14.3,86,35
Red,13.5,94,35
Red,13,92,35
Red,13.5,91,76
White,12.5,88,21
Red,14.6,89,110
Red,14.5,85,80
White,10.5,89,14
Red,15,82,12
White,11,86,10
White,13,84,11
White,13.5,90,39
White,11.9,86,19
Red,14.1,90,49
Red,14.4,90,35
Red,15.3,91,55
White,13.4,90,20
White,11.5,84,13
Sparkling,12,89,60
White,13.5,92,62
White,9,86,13
White,10.5,84,10
Red,14.8,86,35
White,14.6,83,14
White,14.6,83,14
Red,13,93,27
Red,13,95,49
White,13,89,26
Red,14.9,91,42
Red,13.3,87,45
Red,13,88,15
Red,13,91,55
Red,13.5,86,21
White,13.8,88,22
Red,13,86,24
Red,13.5,85,11
White,14.4,86,22
Red,13.5,85,16
Red,15.5,90,48
Rose,14,93,100
Red,14.5,84,20
Red,13,85,14
Red,14.5,88,75
Red,14.7,91,38
Red,13.5,86,9
Red,14.5,93,150
White,13,86,15
Red,14.9,90,30
Red,15.5,91,38
Red,13,86,13
Red,14.5,88,50
Sparkling,12,86,40
Red,14.4,88,25
Rose,13,86,19
Red,14.6,91,42
White,13.5,90,28
Red,14.5,87,55
White,13,86,14
White,13.5,87,17
White,13,93,53
Sparkling,12.5,88,45
Red,14.5,88,40
White,13.3,93,75
White,13,87,9
White,14.2,92,65
White,14.3,84,25
Red,14.5,92,70
Red,13,86,13
Rose,12.5,89,28
Red,13.5,89,20
Red,14.5,90,25
Red,14.3,89,65
White,13.5,86,35
Red,14.6,86,48
Red,14,91,40
Red,14,89,20
Dessert,12.5,94,39
Red,13.5,91,45
White,14.2,90,35
Red,12.5,89,27
Sparkling,7.5,83,16
White,13.6,86,25
Red,15,89,125
White,13,89,20
White,13.5,93,32
Red,14.9,87,28
Red,13,90,86
Sparkling,11,89,27
Red,12.5,87,10
Red,14,89,8
Red,13,88,12
Red,14.9,89,70
Red,14.7,93,56
Red,13.5,85,20
Red,13.9,90,90
White,12.5,87,25
Sparkling,12,94,125
White,12,91,26
Sparkling,11,88,13
Red,15,87,22
Red,13,83,13
Red,13.5,90,40
Red,13,90,65
Rose,13.5,84,15
Red,15.2,87,65
Sparkling,12,89,22
Red,13.8,85,34
White,12.7,80,6
Red,15.5,88,35
Red,14.4,90,35
Red,13.5,87,29
Red,14.6,80,20
White,12,85,14
White,13.2,90,24
Red,15.1,89,38
Red,13,92,138
Red,14.8,86,24
White,12,88,13
White,13.8,91,24
White,13,86,17
Red,13.5,87,87
Red,13.5,85,12
White,12.5,90,17
Red,13.5,90,23
Red,14.5,86,22
White,13,89,18
Red,13.2,86,100
Red,13,84,12
Sparkling,11,90,38
Red,14.5,89,40
Red,13,91,41
Red,14.1,85,16
Red,13.5,90,20
Red,16,85,38
Sparkling,12,87,32
White,13.5,86,29
White,13,87,20
Red,15.1,86,32
Sparkling,12,94,70
Red,15.2,88,100
Red,13,89,14
Red,13.5,92,60
Red,13.5,90,19
Red,14.7,88,35
Red,14.4,91,68
White,13.2,86,14
Red,14,86,50
Red,16.2,85,29
Red,14.5,91,23
Sparkling,12,87,49
White,13.5,83,10
Red,13.59,88,36
Red,13.5,85,18
Rose,13.5,92,40
Red,14,93,68
Red,13.5,90,30
White,12.5,88,10
White,14.5,91,32
White,10.5,90,20
Red,14.5,86,39
Red,13.5,86,25
Red,13,82,25
White,13.8,88,29
Red,12.5,86,14
Sparkling,12,89,23
Red,12.5,86,8
Red,13,92,16
Rose,12.5,89,12
Sparkling,12.5,92,90
Red,14,92,60
Red,14,88,20
White,12,92,18
Red,14.8,92,55
Red,16.5,90,150
Red,14.5,82,30
Red,13,86,20
White,12,89,18
Sparkling,11.5,86,11
Red,13,87,13
White,14.5,87,16
White,13.5,88,20
Red,14.9,93,38
Red,14.8,86,22
Sparkling,12,94,90
Red,13,87,47
Red,14.5,92,36
Red,14,88,20
Red,13.1,86,32
Red,14.2,88,42
White,13.5,94,100
Dessert,10.5,92,25
Red,14.6,91,68
Red,14,93,50
White,13.6,85,15
Sparkling,12,87,48
White,12.5,88,18
Red,13.5,84,18
Red,14,91,29
Red,14,87,17
Red,14.5,88,22
Red,14,84,15
White,12,82,13
Rose,12.3,86,22
Sparkling,12.5,87,70
Red,13.5,88,28
White,13,88,35
Red,12.5,82,15
Red,14.7,91,59
Red,13.5,84,8
White,12.9,83,18
Red,14.5,82,32
Red,14.8,92,95
Red,14,91,18
White,12.5,82,18
Red,15.9,88,50
Red,13.8,89,21
Red,14,90,40
Red,14.9,88,60
Red,14.2,87,50
White,13.8,84,13
White,13,87,18
White,13.5,87,30
White,13,86,19
Red,14.5,88,19
Dessert,11.2,87,25
Red,13.5,92,60
Red,14.1,92,65
Red,13.5,85,22
Red,13.5,90,40
Red,12,82,17
White,13.2,93,38
White,13.5,89,18
Red,14.3,88,61
Rose,12.6,88,16
Rose,11.5,81,15
White,14,89,25
White,14,89,15
Red,14.8,90,35
Red,14.5,86,42
Red,12.5,87,24
White,12.5,87,10
Red,13.5,90,25
White,14,95,125
Red,13.5,87,15
Sparkling,12.5,89,25
Red,14,82,19
Red,14,94,65
Red,14.4,83,20
White,14.5,86,36
Red,14.5,88,17
Red,14,88,77
Red,14.9,90,55
Red,13.5,87,18
White,14.4,86,25
White,13,88,20
White,14.2,91,48
White,14.1,84,12
White,13,92,56
Red,15,90,19
Sparkling,12,92,84
Red,13,86,13
Red,14.5,91,50
Red,14,86,10
White,13,85,9
Red,13,84,17
Red,13.9,87,25
Red,15,83,30
Red,12.5,85,15
Red,13,89,22
White,14,89,21
White,12.5,87,30
Red,14,90,80
Red,13.2,95,60
Red,14.5,91,80
Red,14,88,44
Red,13.5,93,63
White,14.1,87,20
White,12.1,91,21
Red,14.2,87,50
Red,12.5,84,6
White,13.5,84,25
White,13.6,91,25
Red,14.8,88,29
White,14.5,91,48
Red,12.9,86,13
Red,13.5,90,18
Sparkling,12,89,23
Red,14.5,84,65
Red,15.7,84,38
Red,14,96,85
Red,15,92,55
Red,14.8,90,36
White,12.5,90,33
Red,14,90,50
Red,14.5,86,8
Red,14,92,100
Red,14,95,80
Red,13,86,8
Dessert,19,88,42
White,13.5,83,24
Red,14,85,12
Red,14.5,93,40
White,13.5,90,15
White,13.5,87,42
Rose,13.5,83,13
Red,13,87,15
Red,13.5,89,35
Red,14.4,90,52
Rose,12,88,20
Red,13.5,89,61
White,13.9,91,75
Red,12.8,94,55
Red,13.5,87,18
Red,15,84,28
Red,14.5,94,85
Red,14.5,90,75
Red,14.9,88,45
White,13.5,91,29
Red,14.2,85,45
Red,14,92,40
Red,13.5,92,160
Red,12.5,82,10
White,14,92,19
Red,13.5,92,29
Red,13,90,17
Red,14.5,87,13
White,12.5,85,15
Red,14,91,35
Red,15,86,35
Red,13.5,96,80
Red,12.5,87,33
Red,14,90,30
Rose,13.5,90,17
Red,15,92,32
Dessert,13,90,30
White,13.6,90,36
Red,12.5,84,9
Red,15.1,86,18
White,13,92,23
Red,13.5,84,14
White,14.1,90,15
Red,12.5,85,13
Red,14,88,20
Red,13.5,85,25
Red,14.5,87,20
White,14.4,86,20
White,12.5,88,15
Rose,13.5,86,27
White,12,84,17
Red,14.5,91,59
Red,15.5,94,75
White,14.7,94,60
White,13.5,86,30
Rose,14.1,91,25
Red,13.5,87,13
White,13.2,89,35
Red,13.6,88,10
Red,14.5,93,55
Sparkling,11.5,85,13
Rose,14,94,32
Red,15.5,90,22
Red,15,87,75
White,13.3,86,19
White,14,88,27
White,13.5,86,37
Red,14.7,86,32
Red,13,90,36
Sparkling,11.5,86,15
Red,14.5,91,22
White,13.5,91,18
Red,14,90,28
Red,14.5,89,24
Red,13.8,86,20
White,13,92,26
Red,14.2,86,40
Red,14.5,86,54
Red,13.5,93,45
Red,13,89,22
Red,13,81,15
Red,14.5,90,19
White,11.3,85,15
Red,14.6,94,50
White,12,91,15
Red,15.7,92,29
Red,15,88,18
Red,14.2,92,44
Red,14,85,10
Red,14,93,65
Red,14,92,80
Red,13,86,17
White,13.5,84,10
Red,13.5,85,19
Red,14.3,87,15
Red,14.5,92,65
Red,14.9,89,55
White,14.1,92,28
White,12.5,86,12
Rose,11.5,91,8
Sparkling,13,93,40
Red,14,92,50
Rose,12.6,91,18
Sparkling,12,88,35
White,13.5,88,28
Red,15,93,90
Red,12.5,88,10
Red,13.4,90,30
Red,13.8,91,45
White,13,88,15
Red,14.7,94,90
Red,14.8,90,56
Red,14.4,88,50
Red,14.5,92,80
Red,13,87,17
Red,13.9,90,20
Rose,13,86,19
Red,14.6,86,20
Red,16,91,99
Red,13.5,90,89
White,13.5,92,25
Rose,13,80,14
White,14.5,83,16
Red,13,91,22
Red,13,89,39
White,13.8,87,20
Red,14,88,22
White,13.5,87,16
Red,14.5,93,61
Red,12.5,84,11
Red,13,85,35
Red,14.2,91,42
Red,14,82,20
Sparkling,13.8,83,20
Red,13.7,93,75
Rose,13,85,13
White,13.3,94,50
Red,12.5,92,55
Red,13,92,80
Red,13.5,90,65
White,13.5,87,15
White,14.5,87,13
White,10.5,85,9
Red,14.1,88,13
White,12,85,15
Red,13.5,90,25
Red,14.2,87,35
Red,13.5,88,24
Red,14.5,91,74
Red,14,84,30
Red,14.4,91,35
Red,14,90,25
Sparkling,12.5,90,100
Red,13.5,82,60
Red,13.5,88,30
Red,13,87,12
Red,14.9,90,50
White,14.5,89,18
Red,14,84,8
White,14.5,92,65
White,14,90,60
Red,13.6,88,12
Dessert,18,91,16
White,11,88,15
Red,14,86,11
White,13.5,90,25
Red,15,87,28
Red,13.7,84,46
White,11,80,24
White,13.5,86,10
Red,13.5,88,40
White,14.2,89,24
Red,14.5,91,34
Red,14.7,85,26
Red,14,88,75
White,13,85,25
Rose,12.5,90,18
White,13.5,90,46
Red,13.9,87,40
Red,13.5,84,15
Red,13,93,80
Rose,13.5,88,28
Red,14.6,92,40
Sparkling,11,85,22
White,11,85,15
Red,13.5,89,32
Red,14.5,93,115
Red,14.5,92,75
Red,13,89,39
White,12.5,93,40
Red,14,88,50
Red,13.5,86,10
Red,13,90,26
Red,16.5,91,60
Red,12.9,92,28
White,13,92,22
White,13,88,16
Red,15,94,136
White,10,86,20
Red,13.5,89,25
White,13.5,89,21
Red,13,87,30
Red,15.5,91,45
Red,14,87,12
Red,14.1,92,85
Red,13.5,90,19
Sparkling,11.5,86,22
Red,14,85,20
Sparkling,12,89,51
White,14.5,88,35
Red,14.6,90,37
White,9.5,86,18
Red,13.5,89,20
White,14.2,87,22
Red,13.5,88,20
Sparkling,13.2,88,30
White,13.8,92,39
Sparkling,13,87,30
Red,14.7,85,85
Red,14.5,88,70
Rose,13,90,19
White,13.5,86,11
White,13.2,91,18
Red,14.9,91,155
Red,13.5,86,10
Red,14.8,88,42
Red,14.5,91,25
Red,12.5,85,8
Red,13,85,11
White,13,86,25
Red,13,84,18
Red,14.2,85,14
Red,14.8,91,80
Red,15,91,75
White,13.8,85,8
Rose,12.5,91,25
Red,14,89,20
White,12.5,86,23
Red,13.5,89,179
Rose,12,86,16
Red,14.8,85,22
Red,14.5,96,201
Red,13.5,85,16
Red,14.3,92,55
Red,14.5,90,22
White,8.5,92,29
White,12.5,85,18
Red,14.2,91,45
Red,13.5,87,16
Red,14.5,87,40
Red,13.5,88,55
White,9.1,91,17
White,13.5,86,25
Red,13,89,25
White,13.5,87,32
Red,13.5,93,49
Red,13.5,92,70
Red,13.5,90,44
Red,13.5,83,10
Red,14,86,30
Sparkling,12.5,90,40
Red,13.5,86,23
Red,13.9,89,24
Red,13,92,28
White,13,87,17
Red,13.5,86,12
Red,13.3,87,29
Red,14,89,20
Port/Sherry,20,92,25
Red,13.5,86,12
Red,14.5,92,69
Red,11.5,85,12
Red,14,88,42
Red,13.5,84,12
Red,14,87,35
Red,13.5,84,7
White,13,87,17
White,13,86,18
White,13.5,85,15
Red,14.5,97,270
White,13.8,90,23
White,13,92,17
Red,14.2,88,48
Red,14.5,91,20
Red,13.9,86,8
Red,13,88,17
Red,14.9,88,42
Red,14,86,10
Red,15.1,88,32
Red,13.5,88,30
Red,13,91,19
Red,14.2,89,50
White,10.5,87,13
White,11.2,89,26
Red,12.5,87,10
Red,13.9,87,15
Red,14.5,91,35
White,11.5,88,15
Red,15,90,42
Red,13.7,93,60
White,13.5,84,9
Red,13,88,13
White,13.5,89,24
White,13,83,10
Red,14.5,86,28
Red,14.9,91,25
Red,14.5,89,68
Sparkling,11.5,90,85
White,13,91,30
Red,15.2,95,150
White,14,93,55
Port/Sherry,20,90,80
Red,13,89,15
Red,13.5,87,20
White,11,86,15
Red,14.5,86,39
Red,14.5,88,60
White,13,91,25
White,13,93,90
Red,12,81,10
Red,14.8,82,45
Red,13.5,87,52
Red,13.5,90,30
Red,13.5,86,12
Sparkling,11.9,86,36
Red,13.5,85,13
Red,13,88,39
White,12.5,92,100
Red,14.8,87,25
Red,14.4,87,14
Red,14.2,90,80
White,12,82,22
Red,13,92,32
White,13,86,7
Red,13.5,88,15
Red,14.5,87,49
Red,14.5,92,38
Red,14.5,83,15
Red,15,89,60
Red,15,94,55
Red,14.7,91,28
White,9,84,6
White,13.5,85,15
Red,13.5,87,40
White,14.5,88,20
Sparkling,12.5,95,50
White,12.5,92,23
White,13,92,45
Rose,13,87,12
Rose,12.5,89,19
Red,14.5,85,23
Red,13.3,90,16
Red,15,90,47
Red,14.5,92,40
Red,14.5,86,20
White,13.5,90,25
Red,13.5,90,33
Red,13.5,88,22
Red,14,91,38
Rose,12.5,86,20
Red,14,92,30
Red,13.5,88,14
Red,13.5,88,42
White,14.8,92,32
White,13.5,87,12
Sparkling,12,87,18
Red,13.5,91,35
Sparkling,12,91,70
Red,14.5,87,24
White,12.5,85,15
Red,15,84,125
Red,14.7,85,78
Red,14.2,87,48
Red,14.8,93,40
Rose,12.5,92,55
Red,14,87,16
White,14.1,87,25
Red,13.5,90,26
Red,14,89,25
Red,13,85,11
Red,14,80,14
Red,14.5,87,32
White,13.5,87,12
Red,13.5,89,20
Sparkling,13,89,30
White,14.5,91,18
Red,14,88,17
Red,14.5,92,100
Red,12,85,9
Red,13.5,98,235
Red,13.7,88,16
White,12.5,92,60
Red,14.5,93,60
Red,14.3,85,20
Red,14.5,89,95
Red,14.6,93,45
Red,14.5,90,80
White,13,91,34
Red,13.5,90,60
Red,13.5,88,34
Rose,13.9,89,25
Red,14.5,89,25
Red,14.5,85,10
Red,15.7,93,47
Red,13.9,92,25
Red,16.5,92,60
Red,14,87,15
Red,14.3,91,32
Dessert,15.8,86,28
White,13.1,86,13
White,13.5,86,25
Red,12,85,11
Red,13.5,85,12
Red,14.3,90,60
White,13.8,89,19
Red,14.5,90,35
Red,14.2,87,65
Sparkling,12.5,88,18
White,14,91,28
Red,15.2,85,40
Red,14.1,88,48
White,14.5,87,20
Red,12.5,85,11
Red,13,87,15
Red,14,90,37
White,13.5,93,35
Sparkling,11,90,32
Red,14.5,84,29
Red,13,84,15
Red,14.5,90,50
Red,14,90,15
Red,14.5,92,50
White,14.5,89,32
White,14.2,92,32
Red,14.6,88,55
White,14.1,90,40
Red,14.5,90,25
Red,14.7,92,51
Sparkling,12.5,91,49
Red,14.5,88,23
Red,14.5,96,66
Red,14,86,21
White,14.2,92,40
White,12.7,87,25
Red,14.2,90,48
Red,14.5,91,26
Red,14.5,94,35
White,13,88,20
Red,14.4,92,37
Sparkling,11,88,20
Red,13,84,25
Red,14,84,17
Red,13.5,88,25
Red,13,84,50
Red,14.3,94,70
White,13,86,17
Red,16,90,65
Red,14,84,24
White,12,82,7
White,13,88,13
Red,14,88,45
White,11,85,11
Red,14.5,87,14
